source,org_id,tbl_id,year,region_code,region_name,industry_code,industry_name,industry_level,indicator,unit,value,last_modified,quality_flag
KOSIS,101,DT_1FS1101,2022,00,전국,C25,금속가공제품 제조업; 기계 및 가구 제외,중분류,establishments,개,9622.0,,valid
KOSIS,101,DT_1FS1101,2023,00,전국,C25,금속가공제품 제조업; 기계 및 가구 제외,중분류,establishments,개,9679.0,,valid
KOSIS,101,DT_1FS1101,2024,00,전국,C25,금속가공제품 제조업; 기계 및 가구 제외,중분류,establishments,개,9752.0,,valid
KOSIS,101,DT_1FS1101,2020,00,전국,C26,전자부품 컴퓨터 영상 음향 및 통신장비 제조업,중분류,establishments,개,3500.0,,valid
KOSIS,101,DT_1FS1101,2021,00,전국,C26,전자부품 컴퓨터 영상 음향 및 통신장비 제조업,중분류,establishments,개,3542.0,,valid
KOSIS,101,DT_1FS1101,2022,00,전국,C26,전자부품 컴퓨터 영상 음향 및 통신장비 제조업,중분류,establishments,개,3560.0,,valid
KOSIS,101,DT_1FS1101,2023,00,전국,C26,전자부품 컴퓨터 영상 음향 및 통신장비 제조업,중분류,establishments,개,3451.0,,valid
KOSIS,101,DT_1FS1101,2024,00,전국,C26,전자부품 컴퓨터 영상 음향 및 통신장비 제조업,중분류,establishments,개,3436.0,,valid
KOSIS,101,DT_1FS1101,2020,00,전국,C27,의료 정밀 광학기기 및 시계 제조업,중분류,establishments,개,2570.0,,valid
KOSIS,101,DT_1FS1101,2021,00,전국,C27,의료 정밀 광학기기 및 시계 제조업,중분류,establishments,개,2712.0,,valid
KOSIS,101,DT_1FS1101,2022,00,전국,C27,의료 정밀 광학기기 및 시계 제조업,중분류,establishments,개,2772.0,,valid
KOSIS,101,DT_1FS1101,2023,00,전국,C27,의료 정밀 광학기기 및 시계 제조업,중분류,establishments,개,2784.0,,valid
KOSIS,101,DT_1FS1101,2024,00,전국,C27,의료 정밀 광학기기 및 시계 제조업,중분류,establishments,개,2797.0,,valid
KOSIS,101,DT_1FS1101,2020,00,전국,C28,전기장비 제조업,중분류,establishments,개,4578.0,,valid
KOSIS,101,DT_1FS1101,2021,00,전국,C28,전기장비 제조업,중분류,establishments,개,4756.0,,valid
KOSIS,101,DT_1FS1101,2022,00,전국,C28,전기장비 제조업,중분류,establishments,개,4852.0,,valid
KOSIS,101,DT_1FS1101,2023,00,전국,C28,전기장비 제조업,중분류,establishments,개,4814.0,,valid
KOSIS,101,DT_1FS1101,2024,00,전국,C28,전기장비 제조업,중분류,establishments,개,4896.0,,valid
KOSIS,101,DT_1FS1101,2020,00,전국,C29,기타 기계 및 장비 제조업,중분류,establishments,개,10006.0,,valid
KOSIS,101,DT_1FS1101,2021,00,전국,C29,기타 기계 및 장비 제조업,중분류,establishments,개,10288.0,,valid
KOSIS,101,DT_1FS1101,2022,00,전국,C29,기타 기계 및 장비 제조업,중분류,establishments,개,10369.0,,valid
KOSIS,101,DT_1FS1101,2023,00,전국,C29,기타 기계 및 장비 제조업,중분류,establishments,개,10269.0,,valid
KOSIS,101,DT_1FS1101,2024,00,전국,C29,기타 기계 및 장비 제조업,중분류,establishments,개,10275.0,,valid
KOSIS,101,DT_1FS1101,2020,00,전국,C30,자동차 및 트레일러 제조업,중분류,establishments,개,4714.0,,valid
KOSIS,101,DT_1FS1101,2021,00,전국,C30,자동차 및 트레일러 제조업,중분류,establishments,개,4769.0,,valid
KOSIS,101,DT_1FS1101,2022,00,전국,C30,자동차 및 트레일러 제조업,중분류,establishments,개,4822.0,,valid
KOSIS,101,DT_1FS1101,2023,00,전국,C30,자동차 및 트레일러 제조업,중분류,establishments,개,4865.0,,valid
KOSIS,101,DT_1FS1101,2024,00,전국,C30,자동차 및 트레일러 제조업,중분류,establishments,개,4899.0,,valid
KOSIS,101,DT_1FS1101,2020,00,전국,C31,기타 운송장비 제조업,중분류,establishments,개,1464.0,,valid
KOSIS,101,DT_1FS1101,2021,00,전국,C31,기타 운송장비 제조업,중분류,establishments,개,1479.0,,valid
KOSIS,101,DT_1FS1101,2022,00,전국,C31,기타 운송장비 제조업,중분류,establishments,개,1655.0,,valid
KOSIS,101,DT_1FS1101,2023,00,전국,C31,기타 운송장비 제조업,중분류,establishments,개,1708.0,,valid
KOSIS,101,DT_1FS1101,2024,00,전국,C31,기타 운송장비 제조업,중분류,establishments,개,1736.0,,valid
KOSIS,101,DT_1FS1101,2020,00,전국,C32,가구 제조업,중분류,establishments,개,1311.0,,valid
KOSIS,101,DT_1FS1101,2021,00,전국,C32,가구 제조업,중분류,establishments,개,1333.0,,valid
KOSIS,101,DT_1FS1101,2022,00,전국,C32,가구 제조업,중분류,establishments,개,1300.0,,valid
KOSIS,101,DT_1FS1101,2023,00,전국,C32,가구 제조업,중분류,establishments,개,1321.0,,valid
KOSIS,101,DT_1FS1101,2024,00,전국,C32,가구 제조업,중분류,establishments,개,1340.0,,valid
KOSIS,101,DT_1FS1101,2020,00,전국,C33,기타 제품 제조업,중분류,establishments,개,1080.0,,valid
KOSIS,101,DT_1FS1101,2021,00,전국,C33,기타 제품 제조업,중분류,establishments,개,1118.0,,valid
KOSIS,101,DT_1FS1101,2022,00,전국,C33,기타 제품 제조업,중분류,establishments,개,1160.0,,valid
KOSIS,101,DT_1FS1101,2023,00,전국,C33,기타 제품 제조업,중분류,establishments,개,1106.0,,valid
KOSIS,101,DT_1FS1101,2024,00,전국,C33,기타 제품 제조업,중분류,establishments,개,1072.0,,valid
KOSIS,101,DT_1FS1101,2020,00,전국,C34,산업용 기계 및 장비 수리업,중분류,establishments,개,609.0,,valid
KOSIS,101,DT_1FS1101,2021,00,전국,C34,산업용 기계 및 장비 수리업,중분류,establishments,개,620.0,,valid
KOSIS,101,DT_1FS1101,2022,00,전국,C34,산업용 기계 및 장비 수리업,중분류,establishments,개,665.0,,valid
KOSIS,101,DT_1FS1101,2023,00,전국,C34,산업용 기계 및 장비 수리업,중분류,establishments,개,651.0,,valid
KOSIS,101,DT_1FS1101,2024,00,전국,C34,산업용 기계 및 장비 수리업,중분류,establishments,개,686.0,,valid
