source,org_id,tbl_id,year,region_code,region_name,industry_code,industry_name,industry_level,indicator,unit,value,last_modified,quality_flag
KOSIS,101,DT_1FS1101,2020,32030,강릉시,0,광업 및 제조업,총계,employees,명,3697.0,,valid
KOSIS,101,DT_1FS1101,2021,32030,강릉시,0,광업 및 제조업,총계,employees,명,3674.0,,valid
KOSIS,101,DT_1FS1101,2022,32030,강릉시,0,광업 및 제조업,총계,employees,명,3781.0,,valid
KOSIS,101,DT_1FS1101,2023,32030,강릉시,0,광업 및 제조업,총계,employees,명,3846.0,,valid
KOSIS,101,DT_1FS1101,2024,32030,강릉시,0,광업 및 제조업,총계,employees,명,3913.0,,valid
KOSIS,101,DT_1FS1101,2020,32030,강릉시,C,제조업(10~34),대분류,employees,명,3606.0,,valid
KOSIS,101,DT_1FS1101,2021,32030,강릉시,C,제조업(10~34),대분류,employees,명,3564.0,,valid
KOSIS,101,DT_1FS1101,2022,32030,강릉시,C,제조업(10~34),대분류,employees,명,3658.0,,valid
KOSIS,101,DT_1FS1101,2023,32030,강릉시,C,제조업(10~34),대분류,employees,명,3733.0,,valid
KOSIS,101,DT_1FS1101,2024,32030,강릉시,C,제조업(10~34),대분류,employees,명,3784.0,,valid
KOSIS,101,DT_1FS1101,2020,32030,강릉시,C10,식료품 제조업,중분류,employees,명,1568.0,,valid
KOSIS,101,DT_1FS1101,2021,32030,강릉시,C10,식료품 제조업,중분류,employees,명,1492.0,,valid
KOSIS,101,DT_1FS1101,2022,32030,강릉시,C10,식료품 제조업,중분류,employees,명,1463.0,,valid
KOSIS,101,DT_1FS1101,2023,32030,강릉시,C10,식료품 제조업,중분류,employees,명,1468.0,,valid
KOSIS,101,DT_1FS1101,2024,32030,강릉시,C10,식료품 제조업,중분류,employees,명,1402.0,,valid
KOSIS,101,DT_1FS1101,2020,32030,강릉시,C11,음료 제조업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2021,32030,강릉시,C11,음료 제조업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2022,32030,강릉시,C11,음료 제조업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2023,32030,강릉시,C11,음료 제조업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2024,32030,강릉시,C11,음료 제조업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2022,32030,강릉시,C13,섬유제품 제조업; 의복제외,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2020,32030,강릉시,C14,의복 의복 액세서리 및 모피제품 제조업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2022,32030,강릉시,C14,의복 의복 액세서리 및 모피제품 제조업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2023,32030,강릉시,C14,의복 의복 액세서리 및 모피제품 제조업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2020,32030,강릉시,C16,목재 및 나무제품 제조업; 가구 제외,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2021,32030,강릉시,C16,목재 및 나무제품 제조업; 가구 제외,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2022,32030,강릉시,C16,목재 및 나무제품 제조업; 가구 제외,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2023,32030,강릉시,C16,목재 및 나무제품 제조업; 가구 제외,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2024,32030,강릉시,C16,목재 및 나무제품 제조업; 가구 제외,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2020,32030,강릉시,C17,펄프 종이 및 종이제품 제조업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2021,32030,강릉시,C17,펄프 종이 및 종이제품 제조업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2022,32030,강릉시,C17,펄프 종이 및 종이제품 제조업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2020,32030,강릉시,C18,인쇄 및 기록매체 복제업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2021,32030,강릉시,C18,인쇄 및 기록매체 복제업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2024,32030,강릉시,C18,인쇄 및 기록매체 복제업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2020,32030,강릉시,C19,코크스 연탄 및 석유정제품 제조업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2021,32030,강릉시,C19,코크스 연탄 및 석유정제품 제조업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2022,32030,강릉시,C19,코크스 연탄 및 석유정제품 제조업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2023,32030,강릉시,C19,코크스 연탄 및 석유정제품 제조업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2024,32030,강릉시,C19,코크스 연탄 및 석유정제품 제조업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2020,32030,강릉시,C20,화학물질 및 화학제품 제조업; 의약품 제외,중분류,employees,명,80.0,,valid
KOSIS,101,DT_1FS1101,2021,32030,강릉시,C20,화학물질 및 화학제품 제조업; 의약품 제외,중분류,employees,명,117.0,,valid
KOSIS,101,DT_1FS1101,2022,32030,강릉시,C20,화학물질 및 화학제품 제조업; 의약품 제외,중분류,employees,명,115.0,,valid
KOSIS,101,DT_1FS1101,2023,32030,강릉시,C20,화학물질 및 화학제품 제조업; 의약품 제외,중분류,employees,명,119.0,,valid
KOSIS,101,DT_1FS1101,2024,32030,강릉시,C20,화학물질 및 화학제품 제조업; 의약품 제외,중분류,employees,명,107.0,,valid
KOSIS,101,DT_1FS1101,2020,32030,강릉시,C21,의료용 물질 및 의약품 제조업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2021,32030,강릉시,C21,의료용 물질 및 의약품 제조업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2022,32030,강릉시,C21,의료용 물질 및 의약품 제조업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2023,32030,강릉시,C21,의료용 물질 및 의약품 제조업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2024,32030,강릉시,C21,의료용 물질 및 의약품 제조업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2020,32030,강릉시,C22,고무 및 플라스틱제품 제조업,중분류,employees,명,102.0,,valid
KOSIS,101,DT_1FS1101,2021,32030,강릉시,C22,고무 및 플라스틱제품 제조업,중분류,employees,명,105.0,,valid
KOSIS,101,DT_1FS1101,2022,32030,강릉시,C22,고무 및 플라스틱제품 제조업,중분류,employees,명,110.0,,valid
KOSIS,101,DT_1FS1101,2023,32030,강릉시,C22,고무 및 플라스틱제품 제조업,중분류,employees,명,110.0,,valid
KOSIS,101,DT_1FS1101,2024,32030,강릉시,C22,고무 및 플라스틱제품 제조업,중분류,employees,명,105.0,,valid
KOSIS,101,DT_1FS1101,2020,32030,강릉시,C23,비금속 광물제품 제조업,중분류,employees,명,827.0,,valid
KOSIS,101,DT_1FS1101,2021,32030,강릉시,C23,비금속 광물제품 제조업,중분류,employees,명,857.0,,valid
KOSIS,101,DT_1FS1101,2022,32030,강릉시,C23,비금속 광물제품 제조업,중분류,employees,명,842.0,,valid
KOSIS,101,DT_1FS1101,2023,32030,강릉시,C23,비금속 광물제품 제조업,중분류,employees,명,832.0,,valid
KOSIS,101,DT_1FS1101,2024,32030,강릉시,C23,비금속 광물제품 제조업,중분류,employees,명,835.0,,valid
KOSIS,101,DT_1FS1101,2020,32030,강릉시,C24,1차 금속 제조업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2021,32030,강릉시,C24,1차 금속 제조업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2022,32030,강릉시,C24,1차 금속 제조업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2023,32030,강릉시,C24,1차 금속 제조업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2024,32030,강릉시,C24,1차 금속 제조업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2020,32030,강릉시,C25,금속가공제품 제조업; 기계 및 가구 제외,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2021,32030,강릉시,C25,금속가공제품 제조업; 기계 및 가구 제외,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2022,32030,강릉시,C25,금속가공제품 제조업; 기계 및 가구 제외,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2023,32030,강릉시,C25,금속가공제품 제조업; 기계 및 가구 제외,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2024,32030,강릉시,C25,금속가공제품 제조업; 기계 및 가구 제외,중분류,employees,명,33.0,,valid
KOSIS,101,DT_1FS1101,2020,32030,강릉시,C26,전자부품 컴퓨터 영상 음향 및 통신장비 제조업,중분류,employees,명,91.0,,valid
KOSIS,101,DT_1FS1101,2021,32030,강릉시,C26,전자부품 컴퓨터 영상 음향 및 통신장비 제조업,중분류,employees,명,94.0,,valid
KOSIS,101,DT_1FS1101,2022,32030,강릉시,C26,전자부품 컴퓨터 영상 음향 및 통신장비 제조업,중분류,employees,명,61.0,,valid
KOSIS,101,DT_1FS1101,2023,32030,강릉시,C26,전자부품 컴퓨터 영상 음향 및 통신장비 제조업,중분류,employees,명,93.0,,valid
KOSIS,101,DT_1FS1101,2024,32030,강릉시,C26,전자부품 컴퓨터 영상 음향 및 통신장비 제조업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2020,32030,강릉시,C27,의료 정밀 광학기기 및 시계 제조업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2021,32030,강릉시,C27,의료 정밀 광학기기 및 시계 제조업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2022,32030,강릉시,C27,의료 정밀 광학기기 및 시계 제조업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2023,32030,강릉시,C27,의료 정밀 광학기기 및 시계 제조업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2024,32030,강릉시,C27,의료 정밀 광학기기 및 시계 제조업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2020,32030,강릉시,C28,전기장비 제조업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2021,32030,강릉시,C28,전기장비 제조업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2022,32030,강릉시,C28,전기장비 제조업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2023,32030,강릉시,C28,전기장비 제조업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2024,32030,강릉시,C28,전기장비 제조업,중분류,employees,명,47.0,,valid
KOSIS,101,DT_1FS1101,2020,32030,강릉시,C29,기타 기계 및 장비 제조업,중분류,employees,명,413.0,,valid
KOSIS,101,DT_1FS1101,2021,32030,강릉시,C29,기타 기계 및 장비 제조업,중분류,employees,명,395.0,,valid
KOSIS,101,DT_1FS1101,2022,32030,강릉시,C29,기타 기계 및 장비 제조업,중분류,employees,명,416.0,,valid
KOSIS,101,DT_1FS1101,2023,32030,강릉시,C29,기타 기계 및 장비 제조업,중분류,employees,명,405.0,,valid
KOSIS,101,DT_1FS1101,2024,32030,강릉시,C29,기타 기계 및 장비 제조업,중분류,employees,명,429.0,,valid
KOSIS,101,DT_1FS1101,2022,32030,강릉시,C32,가구 제조업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2023,32030,강릉시,C32,가구 제조업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2024,32030,강릉시,C32,가구 제조업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2020,32030,강릉시,C33,기타 제품 제조업,중분류,employees,명,46.0,,valid
KOSIS,101,DT_1FS1101,2021,32030,강릉시,C33,기타 제품 제조업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2022,32030,강릉시,C33,기타 제품 제조업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2023,32030,강릉시,C33,기타 제품 제조업,중분류,employees,명,45.0,,valid
KOSIS,101,DT_1FS1101,2024,32030,강릉시,C33,기타 제품 제조업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2020,32030,강릉시,C34,산업용 기계 및 장비 수리업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2021,32030,강릉시,C34,산업용 기계 및 장비 수리업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2022,32030,강릉시,C34,산업용 기계 및 장비 수리업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2023,32030,강릉시,C34,산업용 기계 및 장비 수리업,중분류,employees,명,,,suppressed
KOSIS,101,DT_1FS1101,2024,32030,강릉시,C34,산업용 기계 및 장비 수리업,중분류,employees,명,,,suppressed
